id,geoname,latitude,longitude,country
30 / 6316,"Jalisco, Nostic, Rancho Coatita, Cueva",23.634501,-102.552784,Mexico
30 / 6475,"Oaxaca, Arrazola",23.634501,-102.552784,Mexico
30 / 6952,"Oaxaca, San Agustin De Las Juntas",23.634501,-102.552784,Mexico
30 / 7088,"Jalisco, Pueblo Teuchitlan",23.634501,-102.552784,Mexico
30 / 7091,"Jalisco, San Martin Tequila",23.634501,-102.552784,Mexico
30 / 7095,"Jalisco, Hacienda Amatitlan",23.634501,-102.552784,Mexico
30 / 7355,"Puebla, Atlixco",23.634501,-102.552784,Mexico
30 / 7522,"Chihuahua, Nararachic, Cave",23.634501,-102.552784,Mexico
30 / 7523,"Chihuahua, On Arroyo Bacochic, Cave Carichic",23.634501,-102.552784,Mexico
30 / 7551,"Guerrero, Cetatlau",23.634501,-102.552784,Mexico
30 / 7564,"Huehuetenango, Santuque",15.783471,-90.230759,Guatemala
30 / 7742,"Chiapas, Tacana",23.634501,-102.552784,Mexico
30 / 8000,"Veracruz, Tampico",23.634501,-102.552784,Mexico
30 / 8005,"Veracruz, Zapuapite",23.634501,-102.552784,Mexico
30 / 8008,"Oaxaca, Zapotican",23.634501,-102.552784,Mexico
30 / 8044,"Veracruz, Medellin",23.634501,-102.552784,Mexico
30 / 8056,Le Tejar,23.634501,-102.552784,Mexico
30 / 8074,Thaliscovan,23.634501,-102.552784,Mexico
30 / 8086,"Veracruz, Nedanos",23.634501,-102.552784,Mexico
30 / 8323,Guayabo Mainalba,9.748917,-83.753428,Costa Rica
30 / 8522,"Oaxaca, La Mixteca",23.634501,-102.552784,Mexico
30 / 8818,"Oaxaca, Mixteca, Tejupa",23.634501,-102.552784,Mexico
30 / 9400,"Jalisco, Talalpa",23.634501,-102.552784,Mexico
30 / 9495,"De La Baie De La Pay, Shell Heap",23.634501,-102.552784,Mexico
30 / 9533,"Oaxaca, Amoltepec",23.634501,-102.552784,Mexico
30 / 9549,"Oaxaca, Coyate",23.634501,-102.552784,Mexico
30 /10359,Puebla State,23.634501,-102.552784,Mexico
30 /11162,"Tabasco, Ocoltan",23.634501,-102.552784,Mexico
30 /11234,"Veracruz, Matzarongo",23.634501,-102.552784,Mexico
30 /11309,"Jalisco, North Rio Chapalagane",23.634501,-102.552784,Mexico
30 /11396,"Durango, Catharina",23.634501,-102.552784,Mexico
30 /11483,Tuxpan,23.634501,-102.552784,Mexico
30 /11519,"Oaxaca, Coyotepec",23.634501,-102.552784,Mexico
30 /11722,"Zacatecas, Carro Chino",23.634501,-102.552784,Mexico
30 /11723,"Zacatecas, Tlaltenango",23.634501,-102.552784,Mexico
30 /11725,"Zacatecas, Juchipila",23.634501,-102.552784,Mexico
30 /11726,"Zacatecas, Juchipila, Rancho Viejo",23.634501,-102.552784,Mexico
30 /11824,"Oaxaca, Xaaga",23.634501,-102.552784,Mexico
30 /11847,"Veracruz, District Of Tuxpan, Ruins Of Tincontlan",23.634501,-102.552784,Mexico
30.0/ 164,"Texcoco, Tocuila",23.634501,-102.552784,Mexico
30.0/ 199,"Texcoco, San Dieguito",23.634501,-102.552784,Mexico
30.0/ 201,"San Francisco, Cuautla",23.634501,-102.552784,Mexico
30.0/ 379,"Jalisco, San Isidro",23.634501,-102.552784,Mexico
30.0/ 387,"Oaxaca, Zimatlan",23.634501,-102.552784,Mexico
30.0/ 516,"Oaxaca, Matatlan",23.634501,-102.552784,Mexico
30.0/ 601,"Oaxaca, San Juan D.L. Juntas",23.634501,-102.552784,Mexico
30.0/ 609,Mitla,23.634501,-102.552784,Mexico
30.0/ 813,Orizabe,23.634501,-102.552784,Mexico
30.0/ 1517,Santo Domingo,9.748917,-83.753428,Costa Rica
30.0/ 1618,Jalapa,23.634501,-102.552784,Mexico
30.0/ 1619,"Huatusco, San Martin",23.634501,-102.552784,Mexico
30.0/ 1623,Martinez De Las Torre,23.634501,-102.552784,Mexico
30.0/ 1624,Tlalixcoyan,23.634501,-102.552784,Mexico
30.0/ 1626,Huatusco,23.634501,-102.552784,Mexico
30.0/ 1630,Ranchito De Las Animas,23.634501,-102.552784,Mexico
30.0/ 1631,"Atotonilco, Chimistlan",23.634501,-102.552784,Mexico
30.0/ 1905,"Morelos, Cueva De Los Ladrones Cuernavaca",23.634501,-102.552784,Mexico
30.0/ 1909,"Morelos, Tlahuicostoc Cueva De Los Ladrones",23.634501,-102.552784,Mexico
30.0/ 1930,"Yucatan, Progreso",23.634501,-102.552784,Mexico
30.0/ 2210,"Orange Walk, New River",17.189877,-88.49765,Belize
30.0/ 2211,"Usumacinta River, Chisec",15.783471,-90.230759,Guatemala
30.0/ 2336,"Chalatenango, Mataras",13.794185,-88.89653,El Salvador
30.0/ 2339,"Ahuachapan, Atiquizaya",13.794185,-88.89653,El Salvador
30.0/ 2357,"Ahuachapan, San Pedro Puxtla",13.794185,-88.89653,El Salvador
30.0/ 2956,Naranjo,15.783471,-90.230759,Guatemala
30.0/ 3014,Potsahol,23.634501,-102.552784,Mexico
30.0/ 3037,Teotillam Del Valle,23.634501,-102.552784,Mexico
30.0/ 3328,"Puebla, Huejotaingo",23.634501,-102.552784,Mexico
30.0/ 3349,"Chihuahua, Carralitos Ranch",23.634501,-102.552784,Mexico
30.0/ 3380,Edwin Mine,12.865416,-85.207229,Nicaragua
30.0/ 3506,Rio Mico,12.865416,-85.207229,Nicaragua
30.0/ 3508,Southern Nicaragua,12.865416,-85.207229,Nicaragua
30.0/ 3516,Cookra Hill,12.865416,-85.207229,Nicaragua
30.0/ 3590,"Back Of Santiago, Casa Lucia",13.794185,-88.89653,El Salvador
30.0/ 4322,"Hospicio, San Jacinto",13.794185,-88.89653,El Salvador
30.0/ 4332,"San Jacinto, Cocal",13.794185,-88.89653,El Salvador
30.0/ 4610,Cuzcatlan,23.634501,-102.552784,Mexico
30.0/ 4615,"San Salvador, Panchimalco",23.634501,-102.552784,Mexico
30.0/ 4633,Cuzcatanzinco,23.634501,-102.552784,Mexico
30.0/ 4644,Aculuaca,23.634501,-102.552784,Mexico
30.0/ 4772,"Morelos, Cuernavaca, Tepisclan",23.634501,-102.552784,Mexico
30.0/ 4773,"Yucatan, Kabah",23.634501,-102.552784,Mexico
30.0/ 6304,"Panuco River, Vega De Otates",23.634501,-102.552784,Mexico
30.0/ 6449,"Puebla, San Martin, San Cristobal",23.634501,-102.552784,Mexico
30.0/ 6450,Sw Of Carro De Estrella,23.634501,-102.552784,Mexico
30.0/ 6451,San Francisco Culhuacan,23.634501,-102.552784,Mexico
30.0/ 6466,Copilco,23.634501,-102.552784,Mexico
30.0/ 6503,"Veracruz, Paturo",15.783471,-90.230759,Guatemala
30.0/ 6506,"Atitlan, Xintinamit",15.783471,-90.230759,Guatemala
30.0/ 6538,"Sololá, Road To San Andres, Xemul, On Lake Atitlan",15.783471,-90.230759,Guatemala
30.0/ 6638,Mexico Tlapacoya,23.634501,-102.552784,Mexico
30.0/ 7355,Risco Sant Ysabel Tola,23.634501,-102.552784,Mexico
30.0/ 9574,"Tenayo, Chama",23.634501,-102.552784,Mexico
30.0/ 9575,"Chiquihuite, Top",23.634501,-102.552784,Mexico
30.1/ 807,Barrangos,8.537981,-80.782127,Panama
30.1/ 1452,"East Coast Yucatan, Mugeres Island",23.634501,-102.552784,Mexico
30.1/ 1466,"Cozumel Island, Punta Molas",23.634501,-102.552784,Mexico
30.1/ 1595,"Utila Island, West End, Sucsac Cay",15.199999,-86.241905,Honduras
30.1/ 1596,"Roatan Island, Coxen Hole",15.199999,-86.241905,Honduras
30.1/ 2167,"El Golfete, Eastern End, Along Southern Shore",15.783471,-90.230759,Guatemala
30.1/ 2233,"Valley Of Toluca, Matlatziaca, Cuantepec De Las Salinas",23.634501,-102.552784,Mexico
30.1/ 2234,"Tlaltelolco, Peralvillo",23.634501,-102.552784,Mexico
30.1/ 4328,Guadalupe Island,23.634501,-102.552784,Mexico
30.1/ 4502,"Morelos, Cuernavaca, Gualupita, Structure Ii",23.634501,-102.552784,Mexico
30.1/ 5210,"Veracruz, Huamantla",23.634501,-102.552784,Mexico
30.1/ 5218,"Veracruz, Panuco Region, Los Cues",23.634501,-102.552784,Mexico
30.1/ 5219,"Veracruz, Panuco Region, Northern Vera Cruz",23.634501,-102.552784,Mexico
30.1/ 5662,"San Juan Teotihuacan, Luz Y Fuerza Grounds",23.634501,-102.552784,Mexico
30.1/ 6016,"Beyond Arbolillo, Barrio Above Cuauhtepec",23.634501,-102.552784,Mexico
30.1/ 6021,"Toluca, Metepec",23.634501,-102.552784,Mexico
30.1/ 6544,"Morelos, Xochicalco",23.634501,-102.552784,Mexico
30.1/ 9479,Ruins Of Coyotlatelco,23.634501,-102.552784,Mexico
30.1/ 9480,"Atlautenco, Just Chiconauhtla",23.634501,-102.552784,Mexico
30.1/ 9482,Tepetlaostoc,23.634501,-102.552784,Mexico
30.1/ 9483,"Pyramid Of El Gavilan, At Papalotla",23.634501,-102.552784,Mexico
30.1/ 9485,Southeast Slope Of Hill At Tezayocan,23.634501,-102.552784,Mexico
30.1/ 9488,Cuautitlan,23.634501,-102.552784,Mexico
30.1/ 9489,"La Crus, Cuexoxoca, Teoloyucan",23.634501,-102.552784,Mexico
30.1/ 9491,Ixtayopan,23.634501,-102.552784,Mexico
30.1/ 9497,San Martin Azcapotzalco,23.634501,-102.552784,Mexico
30.1/ 9498,Cuauhtepec,23.634501,-102.552784,Mexico
30.1/ 9499,Nezualcoyotl,23.634501,-102.552784,Mexico
30.1/ 9504,"Tlaxcala, Zoquiapan",23.634501,-102.552784,Mexico
30.1/ 9505,Cuicuilco,23.634501,-102.552784,Mexico
30.1/ 9513,Slopes Of Estrella,23.634501,-102.552784,Mexico
30.2/ 3379,"Tlaxcala, Tizatlan",23.634501,-102.552784,Mexico
30.2/ 3387,"Hidalgo, Pachuca, Cerro De Navajas",23.634501,-102.552784,Mexico
30.2/ 3392,"Veracruz, Panuco River",23.634501,-102.552784,Mexico
30.2/ 3414,"Guerrero, San Geronimo District, Teloapan",23.634501,-102.552784,Mexico
30.2/ 3572,Esquintla,15.783471,-90.230759,Guatemala
30.2/ 3581,"San Simón, Tolnahuac, Nonoalco",23.634501,-102.552784,Mexico
30.2/ 3651,Piedras Verdes,23.634501,-102.552784,Mexico
30.2/ 3821,"Sonora, Guasave",23.634501,-102.552784,Mexico
30.2/ 3942,"Veracruz, Panuco, Cacalilao",23.634501,-102.552784,Mexico
30.2/ 3960,"Veracruz, Panuco, Tampaloche",23.634501,-102.552784,Mexico
30.2/ 4137,Las Piedras,23.634501,-102.552784,Mexico
30.2/ 4188,"Veracruz, Panuco, Cacalilao, Las Ollas",23.634501,-102.552784,Mexico
30.2/ 4361,"Veracruz, Cerro Cebadilla",23.634501,-102.552784,Mexico
30.2/ 4372,Tepatata,23.634501,-102.552784,Mexico
30.2/ 4379,Cerro Metata,23.634501,-102.552784,Mexico
30.2/ 4412,Los Cerritos,23.634501,-102.552784,Mexico
30.2/ 4455,Road At Jaqueyes,23.634501,-102.552784,Mexico
30.2/ 4499,Las Estvillos,23.634501,-102.552784,Mexico
30.2/ 4506,"Veracruz, Castillo De Teayo",23.634501,-102.552784,Mexico
30.2/ 4526,"Los Cues, Rio Tamasi",23.634501,-102.552784,Mexico
30.2/ 4556,"Veracruz, Totonac",23.634501,-102.552784,Mexico
30.2/ 4578,Popocatepetl,23.634501,-102.552784,Mexico
30.2/ 4637,Valley Of Puebla,23.634501,-102.552784,Mexico
30.2/ 4715,"Ocatlan, Pueblo Guadalupe",23.634501,-102.552784,Mexico
30.2/ 5239,"Sinaloa, Rio Fuerte, La Palma",23.634501,-102.552784,Mexico
30.2/ 5278,"Sinaloa, Alhuey",23.634501,-102.552784,Mexico
30.2/ 5454,"Sinaloa, San Pedro, Between San Pedro And Guasave",23.634501,-102.552784,Mexico
30.2/ 5464,"Nayarít, Aguacatlán",23.634501,-102.552784,Mexico
30.2/ 5488,"Sinaloa, Villa Union",23.634501,-102.552784,Mexico
30.2/ 5490,"Sonora, Escondida",23.634501,-102.552784,Mexico
30.2/ 5492,"Sonora, Magdalena",23.634501,-102.552784,Mexico
30.2/ 5493,"Sonora, West Of Magdalena",23.634501,-102.552784,Mexico
30.2/ 5494,"Sonora, Between Santa Anna And La Playa",23.634501,-102.552784,Mexico
30.2/ 5497,"Sonora, Cerro De Trincheras",23.634501,-102.552784,Mexico
30.2/ 5498,"Sonora, Alamito",23.634501,-102.552784,Mexico
30.2/ 5499,"Sonora, Bamori",23.634501,-102.552784,Mexico
30.2/ 5500,"Sonora, Altar",23.634501,-102.552784,Mexico
30.2/ 5501,"Sonora, Ocatoa",23.634501,-102.552784,Mexico
30.2/ 5504,"Sonora, Santa Teresa",23.634501,-102.552784,Mexico
30.2/ 5505,"Sonora, Hermosilla",23.634501,-102.552784,Mexico
30.2/ 5506,"Sonora, Hermosillo, Meso Del Seri",23.634501,-102.552784,Mexico
30.2/ 5507,"Sonora, Kino Bay",23.634501,-102.552784,Mexico
30.2/ 5517,"Sonora, Rancho De San Pedro",23.634501,-102.552784,Mexico
30.2/ 5520,"Sonora, Babiacora",23.634501,-102.552784,Mexico
30.2/ 5524,"Sonora, Haciendita",23.634501,-102.552784,Mexico
30.2/ 5525,"Sonora, La Pintada",23.634501,-102.552784,Mexico
30.2/ 5526,"Sonora, West Of Hermosillo",23.634501,-102.552784,Mexico
30.2/ 5541,"Sonora, Rio Yaqui",23.634501,-102.552784,Mexico
30.2/ 5548,"Sonora, Arivechi, Sahuaripa",23.634501,-102.552784,Mexico
30.2/ 5549,"Sonora, Ticerinami, Arivechi",23.634501,-102.552784,Mexico
30.2/ 5556,"Sonora, Between Guaymas And Empalme",23.634501,-102.552784,Mexico
30.2/ 5565,"Sonora, San Jose De Guaymas",23.634501,-102.552784,Mexico
30.2/ 5566,"Sonora, Quiriego",23.634501,-102.552784,Mexico
30.2/ 5569,"Sonora, La Luna",23.634501,-102.552784,Mexico
30.2/ 5570,"Sonora, Potam",23.634501,-102.552784,Mexico
30.2/ 5571,"Sonora, Fort Torocobampo",23.634501,-102.552784,Mexico
30.2/ 5610,"Sonora, Pithaya Potam",23.634501,-102.552784,Mexico
30.2/ 5611,"Sonora, Cajeme",23.634501,-102.552784,Mexico
30.2/ 5612,"Sonora, Tesopaco",23.634501,-102.552784,Mexico
30.2/ 5624,"Sonora, Portrero",23.634501,-102.552784,Mexico
30.2/ 5627,"Sonora, Rancho Los Brasiles Alamos",23.634501,-102.552784,Mexico
30.2/ 5629,"Sinaloa, Las Mochis",23.634501,-102.552784,Mexico
30.2/ 5632,"Sinaloa, Ahome",23.634501,-102.552784,Mexico
30.2/ 5650,"Sinaloa, Rio Fuerte, Paparaki",23.634501,-102.552784,Mexico
30.2/ 5651,"Sinaloa, Rio Fuerte, Balacachi",23.634501,-102.552784,Mexico
30.2/ 5652,"Sinaloa, Rio Fuerte, Buenavista",23.634501,-102.552784,Mexico
30.2/ 5659,"Sinaloa, Ocononi, La Playa",23.634501,-102.552784,Mexico
30.2/ 5663,"Sinaloa, Tamazula",23.634501,-102.552784,Mexico
30.2/ 5666,"Sonora, Sahuaral",23.634501,-102.552784,Mexico
30.2/ 5667,"Sinaloa, Baturi",23.634501,-102.552784,Mexico
30.2/ 5670,"Sinaloa, Angostuna",23.634501,-102.552784,Mexico
30.2/ 5671,"Sinaloa, San Antonio",23.634501,-102.552784,Mexico
30.2/ 5674,"Sonora, Yavaros",23.634501,-102.552784,Mexico
30.2/ 5698,"Sonora, Oquitoa",23.634501,-102.552784,Mexico
30.2/ 5702,"Sonora, Ojo De Aqua",23.634501,-102.552784,Mexico
30.2/ 5704,"Sinaloa, Guasave, Burrion",23.634501,-102.552784,Mexico
30.2/ 5708,"Sinaloa, Barbarossa",23.634501,-102.552784,Mexico
30.2/ 5717,"Sinaloa, Mouth Of Sinaloa River, Las Calaveras",23.634501,-102.552784,Mexico
30.2/ 5809,"Sinaloa, Culiacan, Las Calaveras",23.634501,-102.552784,Mexico
30.2/ 5810,"Sinaloa, Aguaruto",23.634501,-102.552784,Mexico
30.2/ 5947,"Guerrero, Acapulco, El Conchero",23.634501,-102.552784,Mexico
30.2/ 5948,"Guerrero, Acapulco, Caleta, Costa Verde",23.634501,-102.552784,Mexico
30.2/ 6055,"Jalisco, Teuchitlan",23.634501,-102.552784,Mexico
30.2/ 6133,Highland Guatemala,15.783471,-90.230759,Guatemala
30.2/ 6262,"Tamaulipas, Chacoy",23.634501,-102.552784,Mexico
30.2/ 7203,"Veracruz, Panuco, North Panuco",23.634501,-102.552784,Mexico
30.2/ 7322,"Veracruz, Tampico, Calle Veracruzano",23.634501,-102.552784,Mexico
30.2/ 7779,Maya Region,23.634501,-102.552784,Mexico
30.2/ 8235,"Oaxaca, Above Mixtequilla, Close To Tehuantepec",23.634501,-102.552784,Mexico
30.2/ 8256,"Oaxaca, Mixtequilla Region",23.634501,-102.552784,Mexico
30.2/ 8488,"Oaxaca, Chacalapa",23.634501,-102.552784,Mexico
30.2/ 8489,"Oaxaca, Southern Oaxaca",23.634501,-102.552784,Mexico
30.2/ 8490,"Oaxaca, Miahuatlan, District Of Miahuatlan",23.634501,-102.552784,Mexico
30.2/ 8508,"Oaxaca, Halway Between Tehuantepec And Jalapa, Salazar",23.634501,-102.552784,Mexico
30.2/ 8521,"Veracruz, A Few Miles From Misantla, 'El Chaparral' Plantation",23.634501,-102.552784,Mexico
30.2/ 8558,"Oaxaca, Tequisistlan",23.634501,-102.552784,Mexico
30.2/ 8560,"Oaxaca, Niltepec",23.634501,-102.552784,Mexico
30.2/ 9293,Teotihucan,23.634501,-102.552784,Mexico
30.2/ 9625,Tenayuen,23.634501,-102.552784,Mexico
30.2/ 9696,"Limon Province, Guapiles",9.748917,-83.753428,Costa Rica
30.2/ 9704,"Tikal, Poctun",15.783471,-90.230759,Guatemala
30.2/ 9963,Veraguas,8.537981,-80.782127,Panama
30.3/ 801,Rio De La Pasion,15.783471,-90.230759,Guatemala
30.3/ 893,Seibal,15.783471,-90.230759,Guatemala
30.3/ 938,"Guaymil, Jaina",23.634501,-102.552784,Mexico
30.3/ 982,Totoltepec,23.634501,-102.552784,Mexico
30.3/ 1049,"Colima, El Chanal",23.634501,-102.552784,Mexico
30.3/ 1094,Yucatan Peninsula,23.634501,-102.552784,Mexico
30.3/ 1098 AB,"San José, Escuela Ricar Jines",9.748917,-83.753428,Costa Rica
30.3/ 1253,"Veraguas, Rio De Jesus",8.537981,-80.782127,Panama
30.3/ 1287,Nopiloa,23.634501,-102.552784,Mexico
30.3/ 1295,"Mexico City, San Luis",23.634501,-102.552784,Mexico
30.3/ 1299,"Veracruz, Arroyo Pesquero",23.634501,-102.552784,Mexico
30.3/ 1303,"Puebla, Las Bocas",23.634501,-102.552784,Mexico
30.3/ 1305,"Tazmul, Chalchuada",13.794185,-88.89653,El Salvador
30.3/ 1307,"Montejo Bay, Baya Honda",8.537981,-80.782127,Panama
30.3/ 1329,Port Armolles,8.537981,-80.782127,Panama
30.3/ 1343,"Jaina And Guaymil, An Island On The Coast Of Campeche",23.634501,-102.552784,Mexico
30.3/ 1357,Northwest Yucatan Peninsula,23.634501,-102.552784,Mexico
30.3/ 1436,"Oaxaca, Santa Maria Del Mar",23.634501,-102.552784,Mexico
30.3/ 1459,"Oaxaca, West Of Tehuantepec, Yaotepec, Quiechapa, San Carlos",23.634501,-102.552784,Mexico
30.3/ 1460,"Oaxaca, Zoquitlán",23.634501,-102.552784,Mexico
30.3/ 1475,"Oaxaca, Tehuantepec, Gulasa",23.634501,-102.552784,Mexico
30.3/ 1476,"Oaxaca, Jilotepec, San Sebastián",23.634501,-102.552784,Mexico
30.3/ 1481,"Oaxaca, Tehuantepec, Santa Maria-Mixtequilla",23.634501,-102.552784,Mexico
30.3/ 2304,"Veracruz, Oaxacan Border, One Hour From Plaza Vicente",23.634501,-102.552784,Mexico
30.3/ 2336,"Veraguas, Toma",8.537981,-80.782127,Panama
30.3/ 2369,"Veracruz, Las Tuxlas Region",23.634501,-102.552784,Mexico
30.3/ 2370,"Veracruz, Central Veracruz, Las Tuxlas",23.634501,-102.552784,Mexico
30.3/ 2453,Tarascan,23.634501,-102.552784,Mexico
30.3/ 2504,"Campeche, Lion Island",23.634501,-102.552784,Mexico
30.3/ 2561,"Jalisco, Guadalajara, San Andres",23.634501,-102.552784,Mexico
40 / 583,"Cartago, Cartago, Orosi",9.748917,-83.753428,Costa Rica
50.2/ 1317,Santa Cruz,25.03428,-77.39628,Bahamas
65 / 847,"Chihuahua, Panalachic, Ranch Of Ojachichi",23.634501,-102.552784,Mexico
65 / 848,"Chihuahua, Panalachic, Ranch Of Nanagochic",23.634501,-102.552784,Mexico
65 / 851,"Chihuahua, Ojachichi",23.634501,-102.552784,Mexico
65 / 898,"Chihuahua, Pueblo Pamachic",23.634501,-102.552784,Mexico
65 / 900,"Chihuahua, Carichic, Ranch Nanagochic",23.634501,-102.552784,Mexico
65 / 972,"Chihuahua, Panalachic",23.634501,-102.552784,Mexico
65 / 1017,"Sinaloa, Rio Fuerte",23.634501,-102.552784,Mexico
65 / 1018,"Chihuahua, El Cumbre De La Barranca De Cobre",23.634501,-102.552784,Mexico
65 / 1086,Tuaripa,23.634501,-102.552784,Mexico
65 / 1159,"Campeche, Palizada",23.634501,-102.552784,Mexico
65 / 1258,"Chihuahua, Carichic, Pueblo Sisoguíchic",23.634501,-102.552784,Mexico
65 / 1264,"Zacatecas, Huejúcar",23.634501,-102.552784,Mexico
65 / 1836,"Michoacán, Talzcuaro",23.634501,-102.552784,Mexico
65 / 1962,San Andrés,23.634501,-102.552784,Mexico
65 / 2116,"Sacatepéquez, Sacatepéquez, San Juan",15.783471,-90.230759,Guatemala
65 / 2117,Sacatepéquez,15.783471,-90.230759,Guatemala
65 / 2120,"Sacatepéquez, Sumpango",15.783471,-90.230759,Guatemala
65 / 2143,"Quiché, Yocopilas, San Pedro",15.783471,-90.230759,Guatemala
65 / 2144,"San Marcos, San Marcos",15.783471,-90.230759,Guatemala
65 / 2150,"Chimaltenango, Chimaltenango",15.783471,-90.230759,Guatemala
65 / 2158,"Chimaltenango, Zinnpango",15.783471,-90.230759,Guatemala
65 / 2161,"Quiché, Quiché",15.783471,-90.230759,Guatemala
65 / 2182,"Sacatepéquez, Antigua",15.783471,-90.230759,Guatemala
65 / 2184,"Santa Rosa, Chiquimulilla",15.783471,-90.230759,Guatemala
65 / 2216,"Santa Rosa, Barberena",15.783471,-90.230759,Guatemala
65 / 2217,"Department Guatemala, Ayampnc, San Pedro",15.783471,-90.230759,Guatemala
65 / 2219,"Alta Verapaz, Jampine, San Pedro",15.783471,-90.230759,Guatemala
65 / 2351,"San Salvador, Sonsonate",13.794185,-88.89653,El Salvador
65 / 2485,"Veracruz, District Of Tantoyuca, Chiconamel",23.634501,-102.552784,Mexico
65 / 2488,"Sonora, Southern Sonora",23.634501,-102.552784,Mexico
65 / 2942,Jesus Maria,23.634501,-102.552784,Mexico
65 / 3277,Zazapulas,15.783471,-90.230759,Guatemala
65 / 3278,Panajachel De La Laguna,15.783471,-90.230759,Guatemala
65 / 3279,Chiantla,15.783471,-90.230759,Guatemala
65 / 3281,"Department Guatemala, Mixco",15.783471,-90.230759,Guatemala
65 / 3283,"Huehuetenango, Saloma",15.783471,-90.230759,Guatemala
65 / 3368,Valle Gomez,23.634501,-102.552784,Mexico
65 / 3371,"Southern Mexico, San Miguel",23.634501,-102.552784,Mexico
65 / 3458,San Christóbal,23.634501,-102.552784,Mexico
65 / 3471,"Huehuetenango, San Miguel Acatán",15.783471,-90.230759,Guatemala
65 / 3525,"Huehuetenango, Chancol",15.783471,-90.230759,Guatemala
65 / 3528,"Quetzaltenango, San Cristobal",15.783471,-90.230759,Guatemala
65 / 3701,Inaguan,13.193887,-59.543198,Barbados
65 / 3861,La Ceiba,15.199999,-86.241905,Honduras
65 / 3876,Almolongo,15.783471,-90.230759,Guatemala
65 / 3882,"Chimaltenango, San Martin Chimaltenango",15.783471,-90.230759,Guatemala
65 / 4008,San Harge Rivas,12.865416,-85.207229,Nicaragua
65 / 4053,Salao,23.634501,-102.552784,Mexico
65 / 4136,"San Juan River, Machuca",12.865416,-85.207229,Nicaragua
65 / 4149,Sauce,12.865416,-85.207229,Nicaragua
65 / 4194,Talamanca,9.748917,-83.753428,Costa Rica
65 / 4303,Xochimilco Outside Of Mexico City,23.634501,-102.552784,Mexico
65 / 4610,San Miguel De Allende,23.634501,-102.552784,Mexico
65 / 4611,"Nuevo León, San Martin",23.634501,-102.552784,Mexico
65 / 4638,"Guerrero, Olinala",23.634501,-102.552784,Mexico
65 / 4642,"Az, Tucson",37.09024,-95.712891,United States
65 / 4651,Tlaquepeque,23.634501,-102.552784,Mexico
65 / 4718,"Oaxaca, Rancheria Tapanala To The West Of Astata",23.634501,-102.552784,Mexico
65 / 4828,"Michoacán, Comanja",23.634501,-102.552784,Mexico
65 / 4863,Santo Tomas,23.634501,-102.552784,Mexico
65 / 4864,"Michoacán, Zamora",23.634501,-102.552784,Mexico
65 / 4897,"Michoacán, Nahuatzen",23.634501,-102.552784,Mexico
65 / 4973,"Chiapas, San Andres Chamula",23.634501,-102.552784,Mexico
65 / 5188,"Toluca Valley, Temoaya",23.634501,-102.552784,Mexico
65 / 5191,"Hidalgo, Metepec, Tianguistengo",23.634501,-102.552784,Mexico
65 / 5208,"Guerrero, Ometepec Area, Puebla Tlacoache",23.634501,-102.552784,Mexico
65 / 5209,"Guerrero, Tlapa",23.634501,-102.552784,Mexico
65 / 5210,"Guerrero, Ometepec, Cochoapa",23.634501,-102.552784,Mexico
65 / 5224,"Puebla, Naupan",23.634501,-102.552784,Mexico
65 / 5229,"Veracruz, Cosoleacaque, Acayucan",23.634501,-102.552784,Mexico
65 / 5241,"Oaxaca, Ixtlan De Juarez",23.634501,-102.552784,Mexico
65 / 5252,"Oaxaca, Pinotepa, Jicaltepec",23.634501,-102.552784,Mexico
65 / 5264,"Chihuahua, Southwest Central Chihuahua",23.634501,-102.552784,Mexico
65 / 5268,"Chiapas, Northwest Chiapas",23.634501,-102.552784,Mexico
65 / 5270,"Alta Verapaz, Carcha",15.783471,-90.230759,Guatemala
65 / 5294,"Quetzaltenango, Salcajá",15.783471,-90.230759,Guatemala
65 / 5302,"Sololá, Santa Catarina Ixtahuacán",15.783471,-90.230759,Guatemala
65 / 5375,"Chiapas, Mazatenango",15.783471,-90.230759,Guatemala
65 / 5418,Tiburon Island,23.634501,-102.552784,Mexico
65 / 5428,"Oaxaca, Yalalag",23.634501,-102.552784,Mexico
65 / 5462,"Oaxaca, Ilacolulita",23.634501,-102.552784,Mexico
65 / 5492,"Oaxaca, Cotzocon",23.634501,-102.552784,Mexico
65 / 5511,"Chiapas, San Cristobal, Barrio Mexico",23.634501,-102.552784,Mexico
65 / 5525,"Veracruz, Jalapa, Hacienda El Pacho",23.634501,-102.552784,Mexico
65 / 5543,"Chiapas, Zinacantan",23.634501,-102.552784,Mexico
65 / 5618,Ailigandi Island,8.537981,-80.782127,Panama
65 / 5653,"Oaxaca, Tehuantepec, San Blas Atempa",23.634501,-102.552784,Mexico
65 / 5654,"Oaxaca, Rincon Bamba",23.634501,-102.552784,Mexico
65 / 5680,"Quiesé, St. Tomás",23.634501,-102.552784,Mexico
65 / 5721,"Oaxaca, Ayautla",23.634501,-102.552784,Mexico
65 / 5722,"Oaxaca, Palantla",23.634501,-102.552784,Mexico
65 / 5723,"Chiapas, Larrainzar",23.634501,-102.552784,Mexico
65 / 5742,Alta Verapaz,15.783471,-90.230759,Guatemala
65 / 5743,"Alta Verapaz, Lanquín",15.783471,-90.230759,Guatemala
65 / 5748,San Miguel Acatán,15.783471,-90.230759,Guatemala
